Predicate,Reading,Predicate Group
活力,かつりょく,NOUN
活字,かつじ,NOUN
活気,かっき,NOUN
流し,ながし,NOUN
流れ,ながれ,NOUN
流域,りゅういき,NOUN
浜,はま,NOUN
浜辺,はまべ,NOUN
浦,うら,NOUN
浮き,うき,NOUN
浮世絵,うきよえ,NOUN
浮力,ふりょく,NOUN
浴室,よくしつ,NOUN
浴槽,よくそう,NOUN
浴衣,ゆかた,NOUN
海,うみ,NOUN
海域,かいいき,NOUN
海外旅行,かいがいりょこう,NOUN
海峡,かいきょう,NOUN
海底,かいてい,NOUN
海抜,かいばつ,NOUN
海水浴,かいすいよく,NOUN
海流,かいりゅう,NOUN
海苔,のり,NOUN
海藻,かいそう,NOUN
海面,かいめん,NOUN
海鷂魚,えい,NOUN
消しゴム,けしごむ,NOUN
消息,しょうそく,NOUN
消防署,しょうぼうしょ,NOUN
涙,なみだ,NOUN
液体,えきたい,NOUN
液晶,えきしょう,NOUN
清濁,せいだく,NOUN
清貧,せいひん,NOUN
渇き,かわき,NOUN
渓谷,けいこく,NOUN
渡り鳥,わたりどり,NOUN
渦,うず,NOUN
温室,おんしつ,NOUN
温帯,おんたい,NOUN
温度,おんど,NOUN
温泉,おんせん,NOUN
港,みなと,NOUN
港湾,こうわん,NOUN
湖,みずうみ,NOUN
湯,ゆ,NOUN
湯気,ゆげ,NOUN
湿度,しつど,NOUN
湿気,しっけ,NOUN
源,みなもと,NOUN
準急,じゅんきゅう,NOUN
準決勝,じゅんけっしょう,NOUN
溜まり,たまり,NOUN
溶岩,ようがん,NOUN
溶液,ようえき,NOUN
滝,たき,NOUN
漁師,りょうし,NOUN
漁村,ぎょそん,NOUN
漁業,ぎょぎょう,NOUN
漁港,ぎょこう,NOUN
漁船,ぎょせん,NOUN
演歌,えんか,NOUN
漢和,かんわ,NOUN
漢字,かんじ,NOUN
漢文,かんぶん,NOUN
漢語,かんご,NOUN
漫才,まんざい,NOUN
漫画,まんが,NOUN
漫画家,まんがか,NOUN
漬物,つけもの,NOUN
潮,しお,NOUN
濃度,のうど,NOUN
濠太剌利,おーすとらりあ,NOUN
瀬,せ,NOUN
瀬戸物,せともの,NOUN
火事,かじ,NOUN
火力,かりょく,NOUN
火口,かこう,NOUN
火星,かせい,NOUN
火災,かさい,NOUN
火花,ひばな,NOUN
火薬,かやく,NOUN
灯,ひ,NOUN
灯台,とうだい,NOUN
灯油,とうゆ,NOUN
灰,はい,NOUN
灰皿,はいざら,NOUN
災い,わざわい,NOUN
災害,さいがい,NOUN
災難,さいなん,NOUN
炎,ほのお,NOUN
炎天,えんてん,NOUN
炬燵,こたつ,NOUN
炭,すみ,NOUN
炭鉱,たんこう,NOUN
点,てん,NOUN
点数,てんすう,NOUN
点線,てんせん,NOUN
為替,かわせ,NOUN
烏,からす,NOUN
烏賊,いか,NOUN
無,む,NOUN
無意識,むいしき,NOUN
無断,むだん,NOUN
無線,むせん,NOUN
無限,むげん,NOUN
焦点,しょうてん,NOUN
焼き芋,やきいも,NOUN
煉瓦,れんが,NOUN
煙,けむり,NOUN
煙突,えんとつ,NOUN
煙草,たばこ,NOUN
熊,くま,NOUN
熟語,じゅくご,NOUN
熱,ねつ,NOUN
熱帯,ねったい,NOUN
熱意,ねつい,NOUN
熱気,ねっき,NOUN
熱量,ねつりょう,NOUN
燃料,ねんりょう,NOUN
燐寸,まッち,NOUN
燕,つばめ,NOUN
爆弾,ばくだん,NOUN
爪,つめ,NOUN
父,ちち,NOUN
父さん,とうさん,NOUN
父子,ふし,NOUN
父母,ふぼ,NOUN
父親,ちちおや,NOUN
片付け,かたづけ,NOUN
片思い,かたおもい,NOUN
版画,はんが,NOUN
牛,うし,NOUN
牛乳,ぎゅうにゅう,NOUN
牛肉,ぎゅうにく,NOUN
牡蠣,かき,NOUN
牧場,ぼくじょう,NOUN
牧野,ぼくや,NOUN
物,もの,NOUN
物事,ものごと,NOUN
物件,ぶっけん,NOUN
物体,ぶったい,NOUN
物価,ぶっか,NOUN
物品,ぶっぴん,NOUN
物指,ものさし,NOUN
物理,ぶつり,NOUN
物置,ものおき,NOUN
物語,ものがたり,NOUN
物議,ぶつぎ,NOUN
物資,ぶっし,NOUN
物質,ぶっしつ,NOUN
物音,ものおと,NOUN
特例,とくれい,NOUN
特徴,とくちょう,NOUN
特急,とっきゅう,NOUN
特技,とくぎ,NOUN
特捜,とくそう,NOUN
特色,とくしょく,NOUN
特長,とくちょう,NOUN
犠打,ぎだ,NOUN
犠牲,ぎせい,NOUN
犬,いぬ,NOUN
犯人,はんにん,NOUN
犯行,はんこう,NOUN
状態,じょうたい,NOUN
状況,じょうきょう,NOUN
狂言,きょうげん,NOUN
狙い,ねらい,NOUN
狩り,かり,NOUN
独り言,ひとりごと,NOUN
独逸,どいつ,NOUN
猫,ねこ,NOUN
献立,こんだて,NOUN
猿,さる,NOUN
獅子,しし,NOUN
獣,けもの,NOUN
獲物,えもの,NOUN
玄人,くろうと,NOUN
玄関,げんかん,NOUN
率土,そっと,NOUN
玉,たま,NOUN
王位,おうい,NOUN
王女,おうじょ,NOUN
王妃,おうひ,NOUN
王子,おうじ,NOUN
王室,おうしつ,NOUN
王朝,おうちょう,NOUN
王様,おうさま,NOUN
王者,おうじゃ,NOUN
玩具,おもちゃ,NOUN
現れ,あらわれ,NOUN
現地,げんち,NOUN
現場,げんば,NOUN
現実,げんじつ,NOUN
現象,げんしょう,NOUN
現金,げんきん,NOUN
球,きゅう,NOUN
球団,きゅうだん,NOUN
理,り,NOUN
理事,りじ,NOUN
理屈,りくつ,NOUN
理工,りこう,NOUN
理性,りせい,NOUN
理由,りゆう,NOUN
理科,りか,NOUN
理論,りろん,NOUN
琴,こと,NOUN
瑞典,すうぇーでん,NOUN
瑞西,すいす,NOUN
瓦,ぐらむ,NOUN
瓦斯,がす,NOUN
瓩,きろぐらむ,NOUN
瓶,びん,NOUN
甕,かめ,NOUN
生き,いき,NOUN
生き物,いきもの,NOUN
生け花,いけばな,NOUN
生まれ,うまれ,NOUN
生命,せいめい,NOUN
生地,きじ,NOUN
生姜,しょうが,NOUN
生存,せいぞん,NOUN
生年月日,せいねんがっぴ,NOUN
生徒,せいと,NOUN
生死,せいし,NOUN
生涯,しょうがい,NOUN
生物,せいぶつ,NOUN
生計,せいけい,NOUN
産休,さんきゅう,NOUN
産地,さんち,NOUN
産婦人科,さんふじんか,NOUN
産物,さんぶつ,NOUN
甥,おい,NOUN
用,よう,NOUN
用事,ようじ,NOUN
用件,ようけん,NOUN
用具,ようぐ,NOUN
用地,ようち,NOUN
用水,ようすい,NOUN
用法,ようほう,NOUN
用紙,ようし,NOUN
用語,ようご,NOUN
用途,ようと,NOUN
田,た,NOUN
田んぼ,たんぼ,NOUN
田園,でんえん,NOUN
田植え,たうえ,NOUN
田畑,たはた,NOUN
田舎,いなか,NOUN
由,よし,NOUN
由緒,ゆいしょ,NOUN
甲,きのえ,NOUN
甲斐,かい,NOUN
申し出,もうしで,NOUN
申し込み,もうしこみ,NOUN
男優,だんゆう,NOUN
男前,おとこまえ,NOUN
男女,だんじょ,NOUN
男子,だんし,NOUN
町,まち,NOUN
町並み,まちなみ,NOUN
町中,まちなか,NOUN
町内,ちょうない,NOUN
町村,ちょうそん,NOUN
町長,ちょうちょう,NOUN
画像,がぞう,NOUN
画家,がか,NOUN
画期,かっき,NOUN
画集,がしゅう,NOUN
画面,がめん,NOUN
畑,はたけ,NOUN
留学生,りゅうがくせい,NOUN
畜産,ちくさん,NOUN
略歴,りゃくれき,NOUN
略語,りゃくご,NOUN
番付,ばんづけ,NOUN
番号,ばんごう,NOUN
番地,ばんち,NOUN
番手,ばんて,NOUN
番組,ばんぐみ,NOUN
異論,いろん,NOUN
異議,いぎ,NOUN
畳,たたみ,NOUN
疑い,うたがい,NOUN
疑問,ぎもん,NOUN
疑獄,ぎごく,NOUN
疲れ,つかれ,NOUN
病,やまい,NOUN
病人,びょうにん,NOUN
病室,びょうしつ,NOUN
病状,びょうじょう,NOUN
病理,びょうり,NOUN
病院,びょういん,NOUN
症候群,しょうこうぐん,NOUN
痛み,いたみ,NOUN
痣,あざ,NOUN
痴漢,ちかん,NOUN
癌,がん,NOUN
癖,くせ,NOUN
発条,ばね,NOUN
発起人,ほっきにん,NOUN
白,しろ,NOUN
白バイ,しろばいばい,NOUN
白人,はくじん,NOUN
白書,はくしょ,NOUN
白紙,はくし,NOUN
白血病,はっけつびょう,NOUN
白鳥,はくちょう,NOUN
百科事典,ひゃっかじてん,NOUN
百貨店,ひゃっかてん,NOUN
皆さん,みなさん,NOUN
皆様,みなさま,NOUN
皇室,こうしつ,NOUN
皇居,こうきょ,NOUN
皇帝,こうてい,NOUN
皮,かわ,NOUN
皮切り,かわきり,NOUN
皮膚,ひふ,NOUN
皺,しわ,NOUN
皿,さら,NOUN
盆,ぼん,NOUN
盆地,ぼんち,NOUN
盆踊り,ぼんおどり,NOUN
盗み,ぬすみ,NOUN
盗賊,とうぞく,NOUN
盗難,とうなん,NOUN
目,め,NOUN
目上,めうえ,NOUN
目下,めした,NOUN
目付き,めつき,NOUN
目印,めじるし,NOUN
目安,めやす,NOUN
目方,めかた,NOUN
目標,もくひょう,NOUN
目次,もくじ,NOUN
目玉,めだま,NOUN
目白,めじろ,NOUN
目的,もくてき,NOUN
目盛り,めもり,NOUN
目覚まし,めざまし,NOUN
目覚まし時計,めざましどけい,NOUN
目論見,もくろみ,NOUN
盲点,もうてん,NOUN
直径,ちょっけい,NOUN
直面,ちょくめん,NOUN
相場,そうば,NOUN
相性,あいしょう,NOUN
相手,あいて,NOUN
相撲,すもう,NOUN
盾,たて,NOUN
省庁,しょうちょう,NOUN
眉,まゆ,NOUN
看板,かんばん,NOUN
看護師,かんごし,NOUN
県庁,けんちょう,NOUN
県民,けんみん,NOUN
県知事,けんちじ,NOUN
県警,けんけい,NOUN
県道,けんどう,NOUN
真っ二つ,まっぷたつ,NOUN
真っ先,まっさき,NOUN
真ん中,まんなか,NOUN
真意,しんい,NOUN
真珠,しんじゅ,NOUN
真相,しんそう,NOUN
眠り,ねむり,NOUN
眺め,ながめ,NOUN
眼鏡,めがね,NOUN
着物,きもの,NOUN
瞼,まぶた,NOUN
矢,や,NOUN
矢印,やじるし,NOUN
知らせ,しらせ,NOUN
知り合い,しりあい,NOUN
知人,ちじん,NOUN
知性,ちせい,NOUN
知恵,ちえ,NOUN
知能,ちのう,NOUN
知識,ちしき,NOUN
短大,たんだい,NOUN
短所,たんしょ,NOUN
短歌,たんか,NOUN
短編,たんぺん,NOUN
石,いし,NOUN
石橋,いしばし,NOUN
石油,せきゆ,NOUN
石炭,せきたん,NOUN
石鹸,せっけん,NOUN
砂,すな,NOUN
砂浜,すなはま,NOUN
砂漠,さばく,NOUN
砂糖,さとう,NOUN
研究室,けんきゅうしつ,NOUN
研究所,けんきゅうじょ,NOUN
破片,はへん,NOUN
硝子,がらす,NOUN
硬貨,こうか,NOUN
碁,ご,NOUN
碁盤,ごばん,NOUN
碗,わん,NOUN
確率,かくりつ,NOUN
磁気,じき,NOUN
礼,れい,NOUN
礼儀,れいぎ,NOUN
社,やしろ,NOUN
社会,しゃかい,NOUN
社会人,しゃかいじん,NOUN
社会科学,しゃかいかがく,NOUN
社名,しゃめい,NOUN
社員,しゃいん,NOUN
社宅,しゃたく,NOUN
社説,しゃせつ,NOUN
社長,しゃちょう,NOUN
祈り,いのり,NOUN
祖先,そせん,NOUN
祖国,そこく,NOUN
祖母,そぼ,NOUN
祖父,そふ,NOUN
祝い,いわい,NOUN
祝儀,しゅうぎ,NOUN
神,かみ,NOUN
神様,かみさま,NOUN
神殿,しんでん,NOUN
神社,じんじゃ,NOUN
神道,しんとう,NOUN
祭,まつり,NOUN
禁物,きんもつ,NOUN
禅寺,ぜんでら,NOUN
福,ふく,NOUN
福岡,ふくおか,NOUN
福祉,ふくし,NOUN
私物,しぶつ,NOUN
私生活,しせいかつ,NOUN
私鉄,してつ,NOUN
科学,かがく,NOUN
科目,かもく,NOUN
秒,びょう,NOUN
秤,はかり,NOUN
秩序,ちつじょ,NOUN
称号,しょうごう,NOUN
税制,ぜいせい,NOUN
税務署,ぜいむしょ,NOUN
税金,ぜいきん,NOUN
税関,ぜいかん,NOUN
稚魚,ちぎょ,NOUN
種,たね,NOUN
種子,しゅし,NOUN
種目,しゅもく,NOUN
種類,しゅるい,NOUN
稲,いね,NOUN
稲光,いなびかり,NOUN
稲妻,いなずま,NOUN
穂,ほ,NOUN
積,せき,NOUN
積もり,つもり,NOUN
積立,つみたて,NOUN
積雪,せきせつ,NOUN
空,そら,NOUN
空き,あき,NOUN
空中,くうちゅう,NOUN
空手,からて,NOUN
空気,くうき,NOUN
空港,くうこう,NOUN
空間,くうかん,NOUN
突き当たり,つきあたり,NOUN
窓,まど,NOUN
窓口,まどぐち,NOUN
窯,かま,NOUN
立ち,たち,NOUN
立場,たちば,NOUN
立方,たちかた,NOUN
章,しょう,NOUN
童話,どうわ,NOUN
端,つま,NOUN
端,はし,NOUN
競艇,きょうてい,NOUN
競輪,けいりん,NOUN
競馬,けいば,NOUN
竹,たけ,NOUN
竿,さお,NOUN
笑い,わらい,NOUN
笛,ふえ,NOUN
符号,ふごう,NOUN
第三者,だいさんしゃ,NOUN
筆,ふで,NOUN
筆者,ひっしゃ,NOUN
等級,とうきゅう,NOUN
筋,すじ,NOUN
筋肉,きんにく,NOUN
筒,つつ,NOUN
答え,こたえ,NOUN
答案,とうあん,NOUN
箇所,かしょ,NOUN
箇条書き,かじょうがき,NOUN
箒,ほうき,NOUN
算数,さんすう,NOUN
算盤,そろばん,NOUN
箪笥,たんす,NOUN
箱,はこ,NOUN
箸,はし,NOUN
節,ふし,NOUN
範囲,はんい,NOUN
籠,かご,NOUN
籤,くじ,NOUN
米,めーとる,NOUN
米,こめ,NOUN
米国,べいこく,NOUN
粁,きろめーとる,NOUN
粉,こな,NOUN
粒,つぶ,NOUN
粒子,りゅうし,NOUN
粗筋,あらすじ,NOUN
粘り,ねばり,NOUN
粘土,ねんど,NOUN
粥,かゆ,NOUN
精度,せいど,NOUN
精神,せいしん,NOUN
糊,のり,NOUN
系列,けいれつ,NOUN
系統,けいとう,NOUN
紀元,きげん,NOUN
紀行,きこう,NOUN
紅,くれない,NOUN
紅茶,こうちゃ,NOUN
紋,もん,NOUN
納豆,なっとう,NOUN
紐,ひも,NOUN
紙,かみ,NOUN
紙屑,かみくず,NOUN
紙幣,しへい,NOUN
紙袋,かみぶくろ,NOUN
素人,しろうと,NOUN
素材,そざい,NOUN
素質,そしつ,NOUN
索引,さくいん,NOUN
細胞,さいぼう,NOUN
細菌,さいきん,NOUN
紳士,しんし,NOUN
終わり,おわり,NOUN
終始,しゅうし,NOUN
終戦,しゅうせん,NOUN
終点,しゅうてん,NOUN
終電,しゅうでん,NOUN
組み合わせ,くみあわせ,NOUN
組合,くみあい,NOUN
組長,くみちょう,NOUN
経度,けいど,NOUN
経歴,けいれき,NOUN
経済,けいざい,NOUN
経理,けいり,NOUN
経緯,いきさつ,NOUN
経費,けいひ,NOUN
経路,けいろ,NOUN
結び,むすび,NOUN
結びつき,むすびつき,NOUN
結婚式,けっこんしき,NOUN
結末,けつまつ,NOUN
結核,けっかく,NOUN
給与,きゅうよ,NOUN
給料,きゅうりょう,NOUN
絨毯,じゅうたん,NOUN
絵,え,NOUN
絵本,えほん,NOUN
絵画,かいが,NOUN
絹,きぬ,NOUN
絹糸,けんし,NOUN
継ぎ目,つぎめ,NOUN
続き,つづき,NOUN
続編,ぞくへん,NOUN
維新,いしん,NOUN
網,あみ,NOUN
綿,めん,NOUN
綿,わた,NOUN
総会,そうかい,NOUN
総務,そうむ,NOUN
総数,そうすう,NOUN
総理,そうり,NOUN
総理大臣,そうりだいじん,NOUN
総統,そうとう,NOUN
総裁,そうさい,NOUN
総長,そうちょう,NOUN
総額,そうがく,NOUN
緑茶,りょくちゃ,NOUN
緒,お,NOUN
線路,せんろ,NOUN
締め切り,しめきり,NOUN
編著,へんちょ,NOUN
縁,ふち,NOUN
縁側,えんがわ,NOUN
縁談,えんだん,NOUN
縁起,えんぎ,NOUN
縄,なわ,NOUN
縄文,じょうもん,NOUN
縦,たて,NOUN
縫い目,ぬいめ,NOUN
繋がり,つながり,NOUN
織り,おり,NOUN
織物,おりもの,NOUN
纏め,まとめ,NOUN
罰,ばち,NOUN
罰金,ばっきん,NOUN
羊,ひつじ,NOUN
美人,びじん,NOUN
美女,びじょ,NOUN
美容,びよう,NOUN
美容院,びよういん,NOUN
美術館,びじゅつかん,NOUN
群れ,むれ,NOUN
義父,ぎふ,NOUN
翁,おう,NOUN
習字,しゅうじ,NOUN
習慣,しゅうかん,NOUN
翼,つばさ,NOUN
老い,おい,NOUN
老人,ろうじん,NOUN
老後,ろうご,NOUN
考え,かんがえ,NOUN
考え方,かんがえかた,NOUN
者,もの,NOUN
耐久,たいきゅう,NOUN
耕地,こうち,NOUN
耳,みみ,NOUN
耳鼻科,じびか,NOUN
聖書,せいしょ,NOUN
聞き取り,ききとり,NOUN
聴診器,ちょうしんき,NOUN
職人,しょくにん,NOUN
職務,しょくむ,NOUN
職員,しょくいん,NOUN
職場,しょくば,NOUN
職業,しょくぎょう,NOUN
職種,しょくしゅ,NOUN
肉,にく,NOUN
肉体,にくたい,NOUN
肉親,にくしん,NOUN
肌,はだ,NOUN
肌着,はだぎ,NOUN
肖像,しょうぞう,NOUN
肘,ひじ,NOUN
肝臓,かんぞう,NOUN
股,もも,NOUN
股,また,NOUN
肥料,ひりょう,NOUN
肩,かた,NOUN
育ち,そだち,NOUN
肺,はい,NOUN
胃,い,NOUN
背,せ,NOUN
背中,せなか,NOUN
背広,せびろ,NOUN
背景,はいけい,NOUN
背番号,せばんごう,NOUN
胡椒,こしょう,NOUN
胴,どう,NOUN
胸,むね,NOUN
能,のう,NOUN
能力,のうりょく,NOUN
脂,あぶら,NOUN
脂肪,しぼう,NOUN
脇,わき,NOUN
脈,みゃく,NOUN
脈絡,みゃくらく,NOUN
脚本,きゃくほん,NOUN
脳,のう,NOUN
腕,うで,NOUN
腕前,うでまえ,NOUN
腕時計,うでどけい,NOUN
腰,こし,NOUN
腰掛け,こしかけ,NOUN
腸,ちょう,NOUN
腹,はら,NOUN
腹立ち,はらだち,NOUN
膜,まく,NOUN
膝,ひざ,NOUN
膳,ぜん,NOUN
臍,へそ,NOUN
自伝,じでん,NOUN
自動詞,じどうし,NOUN
自動車,じどうしゃ,NOUN
自宅,じたく,NOUN
自尊心,じそんしん,NOUN
自民,じみん,NOUN
自治,じち,NOUN
自然,しぜん,NOUN
自社,じしゃ,NOUN
自衛隊,じえいたい,NOUN
自転車,じてんしゃ,NOUN
興,きょう,NOUN
興味,きょうみ,NOUN
舌,した,NOUN
舞台,ぶたい,NOUN
航空券,こうくうけん,NOUN
航路,こうろ,NOUN
船,ふね,NOUN
船体,せんたい,NOUN
船便,ふなびん,NOUN
船橋,ふなばし,NOUN
船舶,せんぱく,NOUN
船長,せんちょう,NOUN
艦隊,かんたい,NOUN
良,りょう,NOUN
良さ,よさ,NOUN
良心,りょうしん,NOUN
良識,りょうしき,NOUN
色,いろ,NOUN
色彩,しきさい,NOUN
色気,いろけ,NOUN
艶,つや,NOUN
芋,いも,NOUN
芝,しば,NOUN
芝居,しばい,NOUN
芝生,しばふ,NOUN
芯,しん,NOUN
花,はな,NOUN
花壇,かだん,NOUN
花婿,はなむこ,NOUN
花嫁,はなよめ,NOUN
花弁,はなびら,NOUN
花束,はなたば,NOUN
花火,はなび,NOUN
花王,かおう,NOUN
花瓶,かびん,NOUN
花粉,かふん,NOUN
芸人,げいにん,NOUN
芸能,げいのう,NOUN
芸術,げいじゅつ,NOUN
芽,め,NOUN
苗,なえ,NOUN
若葉,わかば,NOUN
苦しみ,くるしみ,NOUN
苦情,くじょう,NOUN
英会話,えいかいわ,NOUN
英吉利,いぎりす,NOUN
英和,えいわ,NOUN
英国,えいこく,NOUN
英字,えいじ,NOUN
英文,えいぶん,NOUN
英知,えいち,NOUN
英語,えいご,NOUN
英雄,えいゆう,NOUN
茄子,なす,NOUN
茎,くき,NOUN
茶,ちゃ,NOUN
茶の湯,ちゃのゆ,NOUN
茶の間,ちゃのま,NOUN
茶わん,ちゃわん,NOUN
茶屋,ちゃや,NOUN
茶道,さどう,NOUN
草,くさ,NOUN
草履,ぞうり,NOUN
荒木,あらき,NOUN
荒野,こうや,NOUN
荷,に,NOUN
荷物,にもつ,NOUN
菓子,かし,NOUN
落ち,おち,NOUN
落ち着き,おちつき,NOUN
落ち葉,おちば,NOUN
落とし物,おとしもの,NOUN
落語,らくご,NOUN
葉,は,NOUN
葉っぱ,はっぱ,NOUN
葉書,はがき,NOUN
著,ちょ,NOUN
著書,ちょしょ,NOUN
著者,ちょしゃ,NOUN
葛,くず,NOUN
葡萄,ぶどう,NOUN
葬儀,そうぎ,NOUN
蒸気,じょうき,NOUN
蓋,ふた,NOUN
蓮,はす,NOUN
蔵相,ぞうしょう,NOUN
蕎麦,そば,NOUN
蕾,つぼみ,NOUN
薪,まき,NOUN
薬,くすり,NOUN
薬品,やくひん,NOUN
薬局,やっきょく,NOUN
薬指,くすりゆび,NOUN
薬物,やくぶつ,NOUN
薬缶,やかん,NOUN
藁,わら,NOUN
藤,ふじ,NOUN
藩主,はんしゅ,NOUN
虎,とら,NOUN
虫,むし,NOUN
虫歯,むしば,NOUN
虹,にじ,NOUN
蚊,か,NOUN
蚊帳,かや,NOUN
蛇,へび,NOUN
蛇の目,じゃのめ,NOUN
蛇口,じゃぐち,NOUN
蛋白質,たんぱくしつ,NOUN
蛍光灯,けいこうとう,NOUN
蛸,たこ,NOUN
蜂蜜,はちみつ,NOUN
蜜,みつ,NOUN
蜜柑,みかん,NOUN
蝋燭,ろうそく,NOUN
蝶,ちょう,NOUN
螺子,ねじ,NOUN
蟹,かに,NOUN
蟻,あり,NOUN
血,ち,NOUN
血圧,けつあつ,NOUN
血液,けつえき,NOUN
血縁,けつえん,NOUN
衆,しゅう,NOUN
衆議院,しゅうぎいん,NOUN
衆院,しゅういん,NOUN
行,ぎょう,NOUN
行い,おこない,NOUN
行き,いき,NOUN
行き違い,いきちがい,NOUN
行事,ぎょうじ,NOUN
行儀,ぎょうぎ,NOUN
行員,こういん,NOUN
行政,ぎょうせい,NOUN
行方,ゆくえ,NOUN
行楽,こうらく,NOUN
行為,こうい,NOUN
行程,こうてい,NOUN
街角,まちかど,NOUN
街道,かいどう,NOUN
衛星,えいせい,NOUN
衛生,えいせい,NOUN
衣料,いりょう,NOUN
衣服,いふく,NOUN
衣装,いしょう,NOUN
衣食住,いしょくじゅう,NOUN
表,おもて,NOUN
表情,ひょうじょう,NOUN
表札,ひょうさつ,NOUN
表紙,ひょうし,NOUN
表題,ひょうだい,NOUN
袋,ふくろ,NOUN
袖,そで,NOUN
被告,ひこく,NOUN
被害,ひがい,NOUN
裁判官,さいばんかん,NOUN
裁判所,さいばんしょ,NOUN
裏,うら,NOUN
裏口,うらぐち,NOUN
裏返し,うらがえし,NOUN
補正予算,ほせいよさん,NOUN
製品,せいひん,NOUN
製法,せいほう,NOUN
裾,すそ,NOUN
褒美,ほうび,NOUN
襖,ふすま,NOUN
襟,えり,NOUN
西,にし,NOUN
西ドイツ,にしどいつどいつ,NOUN
西口,にしぐち,NOUN
西方,せいほう,NOUN
西日,にしび,NOUN
西日本,にしにほん,NOUN
西暦,せいれき,NOUN
西欧,せいおう,NOUN
西洋,せいよう,NOUN
西洋人,せいようじん,NOUN
西部,せいぶ,NOUN
要,かなめ,NOUN
要件,ようけん,NOUN
要旨,ようし,NOUN
要点,ようてん,NOUN
要素,ようそ,NOUN
要領,ようりょう,NOUN
覇者,はしゃ,NOUN
見かけ,みかけ,NOUN
見世物,みせもの,NOUN
見出し,みだし,NOUN
見地,けんち,NOUN
見当,けんとう,NOUN
見方,みかた,NOUN
見晴らし,みはらし,NOUN
見積もり,みつもり,NOUN
見習い,みならい,NOUN
見解,けんかい,NOUN
見込み,みこみ,NOUN
見送り,みおくり,NOUN
見通し,みとおし,NOUN
規則,きそく,NOUN
規律,きりつ,NOUN
規格,きかく,NOUN
規模,きぼ,NOUN
規約,きやく,NOUN
視力,しりょく,NOUN
視点,してん,NOUN
視線,しせん,NOUN
視野,しや,NOUN
覚え,おぼえ,NOUN
覚醒剤,かくせいざい,NOUN
親,おや,NOUN
親交,しんこう,NOUN
親会社,おやがいしゃ,NOUN
親友,しんゆう,NOUN
親善,しんぜん,NOUN
親子,おやこ,NOUN
親戚,しんせき,NOUN
親指,おやゆび,NOUN
親方,おやかた,NOUN
親族,しんぞく,NOUN
親類,しんるい,NOUN
観客,かんきゃく,NOUN
観念,かんねん,NOUN
観点,かんてん,NOUN
観衆,かんしゅう,NOUN
観音,かんのん,NOUN
角,かど,NOUN
言,げん,NOUN
言い方,いいかた,NOUN
言葉,ことば,NOUN
言語,げんご,NOUN
言論,げんろん,NOUN
言質,げんち,NOUN
計器,けいき,NOUN
訓,くん,NOUN
記事,きじ,NOUN
記名,きめい,NOUN
記者,きしゃ,NOUN
記録,きろく,NOUN
訳,わけ,NOUN
訴え,うったえ,NOUN
証,あかし,NOUN
証人,しょうにん,NOUN
証券,しょうけん,NOUN
証拠,しょうこ,NOUN
証書,しょうしょ,NOUN
詐欺,さぎ,NOUN
試し,ためし,NOUN
試み,こころみ,NOUN
詩,し,NOUN
詩人,しじん,NOUN
詩歌,しいか,NOUN
詩集,ししゅう,NOUN
詫び,わび,NOUN
話,はなし,NOUN
話題,わだい,NOUN
詳細,しょうさい,NOUN
誇り,ほこり,NOUN
誕生日,たんじょうび,NOUN
語り,かたり,NOUN
語学,ごがく,NOUN
語彙,ごい,NOUN
語気,ごき,NOUN
語源,ごげん,NOUN
誤り,あやまり,NOUN
誤差,ごさ,NOUN
読み,よみ,NOUN
読者,どくしゃ,NOUN
課程,かてい,NOUN
課長,かちょう,NOUN
課題,かだい,NOUN
調味料,ちょうみりょう,NOUN
調子,ちょうし,NOUN
請負,うけおい,NOUN
論文,ろんぶん,NOUN
論理,ろんり,NOUN
諦め,あきらめ,NOUN
諸君,しょくん,NOUN
諺,ことわざ,NOUN
謎,なぞ,NOUN
謎々,なぞなぞ,NOUN
講堂,こうどう,NOUN
講師,こうし,NOUN
警報,けいほう,NOUN
警官,けいかん,NOUN
警察,けいさつ,NOUN
警察官,けいさつかん,NOUN
警部,けいぶ,NOUN
議事堂,ぎじどう,NOUN
議会,ぎかい,NOUN
議員,ぎいん,NOUN
議席,ぎせき,NOUN
議案,ぎあん,NOUN
議長,ぎちょう,NOUN
議題,ぎだい,NOUN
護謨,ごむ,NOUN
谷,たに,NOUN
豆,まめ,NOUN
豆腐,とうふ,NOUN
豊作,ほうさく,NOUN
豚,ぶた,NOUN
豚肉,ぶたにく,NOUN
象,ぞう,NOUN
象,しょう,NOUN
貝,かい,NOUN
貝殻,かいがら,NOUN
負い目,おいめ,NOUN
負け,まけ,NOUN
負債,ふさい,NOUN
負担,ふたん,NOUN
財布,さいふ,NOUN
財政,ざいせい,NOUN
財源,ざいげん,NOUN
財産,ざいさん,NOUN
財閥,ざいばつ,NOUN
貨物,かもつ,NOUN
貨車,かしゃ,NOUN
貫禄,かんろく,NOUN
責任,せきにん,NOUN
責務,せきむ,NOUN
貸し,かし,NOUN
貸家,かしや,NOUN
貸間,かしま,NOUN
費用,ひよう,NOUN
賃金,ちんぎん,NOUN
資本,しほん,NOUN
資材,しざい,NOUN
資格,しかく,NOUN
資源,しげん,NOUN
資産,しさん,NOUN
資金,しきん,NOUN
賛否,さんぴ,NOUN
賞品,しょうひん,NOUN
賞金,しょうきん,NOUN
質量,しつりょう,NOUN
